Identificador de URL,Nombre,Categorías,Nombre de propiedad 1,Valor de propiedad 1,Precio,Precio promocional,Peso (kg),Alto (cm),Ancho (cm),Profundidad (cm),Stock,SKU,Código de barras,Mostrar en tienda,Envío sin cargo,Descripción,Tags,Título para SEO,Descripción para SEO,Marca,Producto Físico,Costo,Visibilidad
cuchillas-chcech,Cuchilla para Chipera CHCECH,Cuchillas,Medida,CHCECH300152,,,,,,,,CHCECH300152,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHC_ECH/1.jpg"" alt=""Cuchilla para Chipera CHCECH"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHC_ECH/2.jpg"" alt=""Cuchilla para Chipera CHCECH"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHC_ECH/3.jpg"" alt=""Cuchilla para Chipera CHCECH"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHC_ECH/4.jpg"" alt=""Cuchilla para Chipera CHCECH"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Cuchilla para Chipera CHCECH</b></p><ul><li><b>Marca:</b> Ilma</li><li><b>Material:</b> Acero Especial</li><li><b>Uso:</b> Chiperas / Triturado</li><li><b>Formato:</b> Chipera</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cuchillas,Ilma,CHCECH",Cuchilla para Chipera CHCECH CHCECH - Ilma | WoodTools,Cuchilla para Chipera CHCECH CHCECH. Chiperas / Triturado Consultanos por medidas y stock.,Ilma,si,,
cuchillas-chcech,,,Medida,CHCECH530851,,,,,,,,CHCECH530851,,no,no,,,,,,si,,
cuchillas-cbp,Cabezal para Cuchillas Planas CBP,Cuchillas,Medida,CBP1200804,,,,,,,,CBP1200804,,no,no,"<p><b>Cabezal para Cuchillas Planas CBP</b></p><ul><li><b>Marca:</b> Ilma</li><li><b>Uso:</b> Cabezales</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cuchillas,Ilma,CBP",Cabezal para Cuchillas Planas CBP CBP - Ilma | WoodTools,Cabezal para Cuchillas Planas CBP CBP. Cabezales Consultanos por medidas y stock.,Ilma,si,,
cuchillas-cbp,,,Medida,CBP1201004,,,,,,,,CBP1201004,,no,no,,,,,,si,,
cuchillas-cbp,,,Medida,CBP1201304,,,,,,,,CBP1201304,,no,no,,,,,,si,,
cuchillas-cbp,,,Medida,CBP1201604,,,,,,,,CBP1201604,,no,no,,,,,,si,,
cuchillas-cbp,,,Medida,CBP1201804,,,,,,,,CBP1201804,,no,no,,,,,,si,,
cuchillas-cbp,,,Medida,CBP1202204,,,,,,,,CBP1202204,,no,no,,,,,,si,,
cuchillas-cbrh,Cuchilla para Cabezal CBRH,Cuchillas,Medida,1,,,,,,,,CBRH-1,,no,no,"<p><b>Cuchilla para Cabezal CBRH</b></p><ul><li><b>Marca:</b> Ilma</li><li><b>Uso:</b> Cabezales</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cuchillas,Ilma,CBRH",Cuchilla para Cabezal CBRH CBRH - Ilma | WoodTools,Cuchilla para Cabezal CBRH CBRH. Cabezales Consultanos por medidas y stock.,Ilma,si,,
cuchillas-cbr,Cabezal para Cuchillas Dorso Ranurado CBR,Cuchillas,Medida,CBR1220604,,,,,,,,CBR1220604,,no,no,"<p><b>Cabezal para Cuchillas Dorso Ranurado CBR</b></p><ul><li><b>Marca:</b> Ilma</li><li><b>Uso:</b> Cabezales Dorso Ranurado</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cuchillas,Ilma,CBR",Cabezal para Cuchillas Dorso Ranurado CBR CBR - Ilma | WoodTools,Cabezal para Cuchillas Dorso Ranurado CBR CBR. Cabezales Dorso Ranurado Consultanos por medidas y stock.,Ilma,si,,
cuchillas-cbr,,,Medida,CBR1221004,,,,,,,,CBR1221004,,no,no,,,,,,si,,
cuchillas-cbr,,,Medida,CBR1221304,,,,,,,,CBR1221304,,no,no,,,,,,si,,
cuchillas-cbr,,,Medida,CBR1221504,,,,,,,,CBR1221504,,no,no,,,,,,si,,
cuchillas-cbr,,,Medida,CBR1221804,,,,,,,,CBR1221804,,no,no,,,,,,si,,
cuchillas-cbr,,,Medida,CBR1222304,,,,,,,,CBR1222304,,no,no,,,,,,si,,
cuchillas-cbr,,,Medida,CBR1222404,,,,,,,,CBR1222404,,no,no,,,,,,si,,
cuchillas-cbr,,,Medida,PRESET,,,,,,,,PRESET,,no,no,,,,,,si,,
cabezales-t102m,Cabezal Cepillador HM,Cabezales,Medida,T102M AC3,,,,,,,,T102M AC3,,no,no,"<p><b>Cabezal Cepillador HM</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Cepillado y aplanado de madera</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,T102M",Cabezal Cepillador HM T102M - Freud | WoodTools,Cabezal Cepillador HM T102M. Cepillado y aplanado de madera Consultanos por medidas y stock.,Freud,si,,
cabezales-t102m,,,Medida,T102M AF3,,,,,,,,T102M AF3,,no,no,,,,,,si,,
cabezales-t194m,Cabezal Cepillador Corte Alterno HM,Cabezales,Medida,T194M BB3,,,,,,,,T194M BB3,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/T194M-BB3/1.png"" alt=""Cabezal Cepillador Corte Alterno HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/T194M-BB3/2.jpg"" alt=""Cabezal Cepillador Corte Alterno HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/T194M-BB3/3.jpg"" alt=""Cabezal Cepillador Corte Alterno HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/T194M-BB3/4.jpg"" alt=""Cabezal Cepillador Corte Alterno HM"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Cabezal Cepillador Corte Alterno HM</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Cepillado y aplanado de madera</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,T194M",Cabezal Cepillador Corte Alterno HM T194M - Freud | WoodTools,Cabezal Cepillador Corte Alterno HM T194M. Cepillado y aplanado de madera Consultanos por medidas y stock.,Freud,si,,
cabezales-tm06m,Cabezal Cepillador Helicoidal HM,Cabezales,Medida,TM06M AB3,,,,,,,,TM06M AB3,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TM06M/1.png"" alt=""Cabezal Cepillador Helicoidal HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TM06M/2.jpg"" alt=""Cabezal Cepillador Helicoidal HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TM06M/3.jpg"" alt=""Cabezal Cepillador Helicoidal HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TM06M/4.jpg"" alt=""Cabezal Cepillador Helicoidal HM"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Cabezal Cepillador Helicoidal HM</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Cepillado y aplanado de madera (bajo ruido)</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,TM06M",Cabezal Cepillador Helicoidal HM TM06M - Freud | WoodTools,Cabezal Cepillador Helicoidal HM TM06M. Cepillado y aplanado de madera (bajo ruido) Consultanos por medidas y stock.,Freud,si,,
cabezales-tm06m,,,Medida,TM06M AD3,,,,,,,,TM06M AD3,,no,no,,,,,,si,,
cabezales-tm06m,,,Medida,TM06M AH3,,,,,,,,TM06M AH3,,no,no,,,,,,si,,
cabezales-tm06m,,,Medida,TM06M AL3,,,,,,,,TM06M AL3,,no,no,,,,,,si,,
cabezales-tm06m,,,Medida,TM06M CG3,,,,,,,,TM06M CG3,,no,no,,,,,,si,,
cabezales-t198m,Cabezal Ranurador HM,Cabezales,Medida,T198M FC3,,,,,,,,T198M FC3,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/T198M/1.png"" alt=""Cabezal Ranurador HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/T198M/2.jpg"" alt=""Cabezal Ranurador HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/T198M/3.jpg"" alt=""Cabezal Ranurador HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/T198M/4.jpg"" alt=""Cabezal Ranurador HM"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Cabezal Ranurador HM</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Ranurado de madera</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,T198M",Cabezal Ranurador HM T198M - Freud | WoodTools,Cabezal Ranurador HM T198M. Ranurado de madera Consultanos por medidas y stock.,Freud,si,,
cabezales-t198m,,,Medida,T198M GC3,,,,,,,,T198M GC3,,no,no,,,,,,si,,
cabezales-f107m,Cabezal para Ranurar Regulable con Precortante,Cabezales,Medida,F107M AB3,,,,,,,,F107M AB3,,no,no,"<p><b>Cabezal para Ranurar Regulable con Precortante</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Ranurado de madera (regulable)</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,F107M",Cabezal para Ranurar Regulable con Precortante F107M - Freud | WoodTools,Cabezal para Ranurar Regulable con Precortante F107M. Ranurado de madera (regulable) Consultanos por medidas y stock.,Freud,si,,
cabezales-tw,Cabezal para Juntar (Finger Joint),Cabezales,Medida,TW01M AB3,,,,,,,,TW01M AB3,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TW01MAB3/1.png"" alt=""Cabezal para Juntar (Finger Joint)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TW01MAB3/2.jpg"" alt=""Cabezal para Juntar (Finger Joint)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TW01MAB3/3.jpg"" alt=""Cabezal para Juntar (Finger Joint)"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Cabezal para Juntar (Finger Joint)</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Uniones Finger Joint</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,TW",Cabezal para Juntar (Finger Joint) TW - Freud | WoodTools,Cabezal para Juntar (Finger Joint) TW. Uniones Finger Joint Consultanos por medidas y stock.,Freud,si,,
cabezales-tw,,,Medida,TW20M BF3,,,,,,,,TW20M BF3,,no,no,,,,,,si,,
cabezales-fg46s,Cabezal Juntas Minizinken,Cabezales,Medida,FG46S CB2,,,,,,,,FG46S CB2,,no,no,"<p><b>Cabezal Juntas Minizinken</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Uniones Finger Joint (minizinken)</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,FG46S",Cabezal Juntas Minizinken FG46S - Freud | WoodTools,Cabezal Juntas Minizinken FG46S. Uniones Finger Joint (minizinken) Consultanos por medidas y stock.,Freud,si,,
cabezales-tp,Cabezal Multiperfil,Cabezales,Medida,TP22M AB3,,,,,,,,TP22M AB3,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TP23M%20AB3/1.png"" alt=""Cabezal Multiperfil"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TP23M%20AB3/2.jpg"" alt=""Cabezal Multiperfil"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TP23M%20AB3/3.jpg"" alt=""Cabezal Multiperfil"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TP23M%20AB3/4.jpg"" alt=""Cabezal Multiperfil"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Cabezal Multiperfil</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Multiperfil</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,TP",Cabezal Multiperfil TP - Freud | WoodTools,Cabezal Multiperfil TP. Multiperfil Consultanos por medidas y stock.,Freud,si,,
cabezales-tp,,,Medida,TP23M AB3,,,,,,,,TP23M AB3,,no,no,,,,,,si,,
cabezales-tp,,,Medida,TP31M AB3,,,,,,,,TP31M AB3,,no,no,,,,,,si,,
cabezales-tp,,,Medida,TP31M CB3,,,,,,,,TP31M CB3,,no,no,,,,,,si,,
cabezales-tp,,,Medida,TP40M AB3,,,,,,,,TP40M AB3,,no,no,,,,,,si,,
cabezales-tp,,,Medida,TPSCM AB3,,,,,,,,TPSCM AB3,,no,no,,,,,,si,,
cabezales-td,Cabezal Replan para Multiperfil,Cabezales,Medida,TD21M GB3,,,,,,,,TD21M GB3,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TD51M/1%20(1).png"" alt=""Cabezal Replan para Multiperfil"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TD51M/2.jpg"" alt=""Cabezal Replan para Multiperfil"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cabezales/TD51M/3.jpg"" alt=""Cabezal Replan para Multiperfil"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Cabezal Replan para Multiperfil</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Multiperfil (replan)</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,TD",Cabezal Replan para Multiperfil TD - Freud | WoodTools,Cabezal Replan para Multiperfil TD. Multiperfil (replan) Consultanos por medidas y stock.,Freud,si,,
cabezales-td,,,Medida,TD52M HB3,,,,,,,,TD52M HB3,,no,no,,,,,,si,,
cabezales-tf04mc,Cabezal Perfil Universal Ch,Cabezales,Medida,TF04MC GE3,,,,,,,,TF04MC GE3,,no,no,"<p><b>Cabezal Perfil Universal Ch</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Multiperfil (perfil universal)</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,TF04MC",Cabezal Perfil Universal Ch TF04MC - Freud | WoodTools,Cabezal Perfil Universal Ch TF04MC. Multiperfil (perfil universal) Consultanos por medidas y stock.,Freud,si,,
cabezales-tf04mc,,,Medida,TF04MC GH3,,,,,,,,TF04MC GH3,,no,no,,,,,,si,,
cabezales-gl20701m,Cabezal Multiperfil Estandar,Cabezales,Medida,GL20701M,,,,,,,,GL20701M,,no,no,"<p><b>Cabezal Multiperfil Estandar</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Multiperfil</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,GL20701M",Cabezal Multiperfil Estandar GL20701M - Freud | WoodTools,Cabezal Multiperfil Estandar GL20701M. Multiperfil Consultanos por medidas y stock.,Freud,si,,
cabezales-cg03m,Inserto / Cuchilla para Cabezal,Cabezales,Medida,CG03M AA3,,,,,,,,CG03M AA3,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,CG03M",Inserto / Cuchilla para Cabezal CG03M - Freud | WoodTools,Inserto / Cuchilla para Cabezal CG03M. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-cg05m,Inserto / Cuchilla para Cabezal,Cabezales,Medida,CG05M BA3,,,,,,,,CG05M BA3,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,CG05M",Inserto / Cuchilla para Cabezal CG05M - Freud | WoodTools,Inserto / Cuchilla para Cabezal CG05M. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-cg05m,,,Medida,CG05M FC3,,,,,,,,CG05M FC3,,no,no,,,,,,si,,
cabezales-cg08m,Inserto / Cuchilla para Cabezal,Cabezales,Medida,CG08M FA3,,,,,,,,CG08M FA3,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,CG08M",Inserto / Cuchilla para Cabezal CG08M - Freud | WoodTools,Inserto / Cuchilla para Cabezal CG08M. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-cg50m,Inserto / Cuchilla para Cabezal,Cabezales,Medida,CG50M AA3,,,,,,,,CG50M AA3,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,CG50M",Inserto / Cuchilla para Cabezal CG50M - Freud | WoodTools,Inserto / Cuchilla para Cabezal CG50M. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-cp22m,Inserto / Cuchilla para Cabezal,Cabezales,Medida,CP22M A080,,,,,,,,CP22M A080,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,CP22M",Inserto / Cuchilla para Cabezal CP22M - Freud | WoodTools,Inserto / Cuchilla para Cabezal CP22M. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-cp31m,Inserto / Cuchilla para Cabezal,Cabezales,Medida,CP31M C100,,,,,,,,CP31M C100,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,CP31M",Inserto / Cuchilla para Cabezal CP31M - Freud | WoodTools,Inserto / Cuchilla para Cabezal CP31M. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-cp40m,Inserto / Cuchilla para Cabezal,Cabezales,Medida,CP40M AA3,,,,,,,,CP40M AA3,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,CP40M",Inserto / Cuchilla para Cabezal CP40M - Freud | WoodTools,Inserto / Cuchilla para Cabezal CP40M. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-cpscm,Inserto / Cuchilla para Cabezal,Cabezales,Medida,CPSCM BB3,,,,,,,,CPSCM BB3,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,CPSCM",Inserto / Cuchilla para Cabezal CPSCM - Freud | WoodTools,Inserto / Cuchilla para Cabezal CPSCM. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-ct52m,Inserto / Cuchilla para Cabezal,Cabezales,Medida,CT52M DA3,,,,,,,,CT52M DA3,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,CT52M",Inserto / Cuchilla para Cabezal CT52M - Freud | WoodTools,Inserto / Cuchilla para Cabezal CT52M. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-cw10m,Inserto / Cuchilla para Cabezal,Cabezales,Medida,CW10M AA3,,,,,,,,CW10M AA3,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,CW10M",Inserto / Cuchilla para Cabezal CW10M - Freud | WoodTools,Inserto / Cuchilla para Cabezal CW10M. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-cw16m,Inserto / Cuchilla para Cabezal,Cabezales,Medida,CW16M AA3,,,,,,,,CW16M AA3,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,CW16M",Inserto / Cuchilla para Cabezal CW16M - Freud | WoodTools,Inserto / Cuchilla para Cabezal CW16M. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-cw28ma,Inserto / Cuchilla para Cabezal,Cabezales,Medida,CW28MA AA3,,,,,,,,CW28MA AA3,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,CW28MA",Inserto / Cuchilla para Cabezal CW28MA - Freud | WoodTools,Inserto / Cuchilla para Cabezal CW28MA. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-ig01m,Inserto / Cuchilla para Cabezal,Cabezales,Medida,IG01M AA3,,,,,,,,IG01M AA3,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,IG01M",Inserto / Cuchilla para Cabezal IG01M - Freud | WoodTools,Inserto / Cuchilla para Cabezal IG01M. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-rg01m,Inserto / Cuchilla para Cabezal,Cabezales,Medida,RG01M AA3,,,,,,,,RG01M AA3,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,RG01M",Inserto / Cuchilla para Cabezal RG01M - Freud | WoodTools,Inserto / Cuchilla para Cabezal RG01M. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-insras1,Inserto / Cuchilla para Cabezal,Cabezales,Medida,INSRAS1,,,,,,,,INSRAS1,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,INSRAS1",Inserto / Cuchilla para Cabezal INSRAS1 - Freud | WoodTools,Inserto / Cuchilla para Cabezal INSRAS1. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-insref3a,Inserto / Cuchilla para Cabezal,Cabezales,Medida,INSREF3A,,,,,,,,INSREF3A,,no,no,"<p><b>Inserto / Cuchilla para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Inserto de recambio para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,INSREF3A",Inserto / Cuchilla para Cabezal INSREF3A - Freud | WoodTools,Inserto / Cuchilla para Cabezal INSREF3A. Inserto de recambio para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-at03m,Accesorio / Repuesto para Cabezal,Cabezales,Medida,AT03M AA9,,,,,,,,AT03M AA9,,no,no,"<p><b>Accesorio / Repuesto para Cabezal</b></p><ul><li><b>Marca:</b> Freud</li><li><b>Uso:</b> Repuesto para cabezales Freud</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cabezales,Freud,AT03M",Accesorio / Repuesto para Cabezal AT03M - Freud | WoodTools,Accesorio / Repuesto para Cabezal AT03M. Repuesto para cabezales Freud Consultanos por medidas y stock.,Freud,si,,
cabezales-at03m,,,Medida,AT03M AD9,,,,,,,,AT03M AD9,,no,no,,,,,,si,,
